1,1,845814206
1,1,622431965
1,1,620265548
1,1,624247010
1,1,709414935
1,1,647422211
1,1,638494455
1,1,635681510
1,1,650751102
1,1,637399108
1,11,558518414
1,11,549568541
1,11,550641717
1,11,553310426
1,11,552071870
1,11,593841531
1,11,817538415
1,11,576308182
1,11,582131262
1,11,559314493
1,21,551541656
1,21,551583911
1,21,581678407
1,21,575725676
1,21,553247612
1,21,562206544
1,21,559722332
1,21,577578726
1,21,594746929
1,21,560773442
1,31,571064803
1,31,597245629
1,31,554963513
1,31,837987930
1,31,554835642
1,31,553318360
1,31,599972515
1,31,552599254
1,31,576184623
1,31,554813824
1,41,558949240
1,41,630170865
1,41,574632786
1,41,560336863
1,41,550595402
1,41,561632659
1,41,564868259
1,41,608328135
1,41,561958203
1,41,571915999
1,51,780887063
1,51,553266372
1,51,552903991
1,51,599036277
1,51,564458710
1,51,565109146
1,51,552214222
1,51,560974953
1,51,587498092
1,51,566183459
1,61,546026715
1,61,567844680
1,61,557760830
1,61,556605930
1,61,583012643
1,61,592023034
1,61,584428706
1,61,788981155
1,61,555796285
1,61,564028082
1,71,563271093
1,71,642155380
1,71,569306178
1,71,553607901
1,71,572023521
1,71,559526135
1,71,561300004
1,71,588091999
1,71,589282715
1,71,576245839
1,81,561108241
1,81,556563699
1,81,565805612
1,81,560569633
1,81,779078393
1,81,620712983
1,81,596061635
1,81,571655974
1,81,571814668
1,81,564306528
1,91,554229610
1,91,570576126
1,91,586056994
1,91,593925305
1,91,567476413
1,91,574104814
1,91,563919308
1,91,567802318
1,91,602993777
1,91,557725881
2,1,617053515
2,1,848177154
2,1,630709053
2,1,655852851
2,1,666795911
2,1,628130141
2,1,625364441
2,1,613571640
2,1,669667866
2,1,658452256
2,11,479096316
2,11,457234238
2,11,480324867
2,11,533167851
2,11,506482336
2,11,480054776
2,11,461483455
2,11,464709885
2,11,713625962
2,11,464243567
2,21,522180731
2,21,466347765
2,21,474574611
2,21,472695574
2,21,507136491
2,21,482916036
2,21,463406484
2,21,469590255
2,21,488612812
2,21,454376770
2,31,450530193
2,31,565973595
2,31,503603228
2,31,481748939
2,31,451543313
2,31,503603194
2,31,472302322
2,31,742551991
2,31,467549476
2,31,477564538
2,41,493896533
2,41,467687382
2,41,472129674
2,41,477692217
2,41,480938915
2,41,466544792
2,41,458860771
2,41,545708197
2,41,501273827
2,41,460424199
2,51,482943601
2,51,499077153
2,51,479371583
2,51,468356020
2,51,482866355
2,51,471612836
2,51,719256391
2,51,460899287
2,51,458669965
2,51,475521203
2,61,469807872
2,61,470324468
2,61,460492130
2,61,551240466
2,61,495458137
2,61,473406550
2,61,457386257
2,61,476421560
2,61,503038302
2,61,463070704
2,71,451936998
2,71,488872898
2,71,469578160
2,71,458349215
2,71,470649817
2,71,688979480
2,71,500113714
2,71,470203677
2,71,483265052
2,71,508332992
2,81,488423472
2,81,471289890
2,81,462025853
2,81,495857085
2,81,492863928
2,81,453426939
2,81,478659060
2,81,496312051
2,81,490081339
2,81,471296218
2,91,474026784
2,91,488857137
2,91,482269318
2,91,489658815
2,91,693145479
2,91,483240640
2,91,481682713
2,91,474199912
2,91,453668227
2,91,541715164
3,1,629750819
3,1,591127430
3,1,613480751
3,1,640325616
3,1,601792569
3,1,616183499
3,1,620102525
3,1,648195945
3,1,625931282
3,1,617289950
3,11,506870930
3,11,714767187
3,11,438821382
3,11,479478094
3,11,474392376
3,11,451113776
3,11,453935335
3,11,487472921
3,11,461676071
3,11,450595785
3,21,547185320
3,21,472774625
3,21,454225412
3,21,453940654
3,21,479119585
3,21,454360417
3,21,446356956
3,21,476224629
3,21,445091600
3,21,431587165
3,31,470211198
3,31,703490401
3,31,441115073
3,31,446252704
3,31,501815303
3,31,454641648
3,31,461420647
3,31,438658519
3,31,465081927
3,31,447586723
3,41,446366670
3,41,453115848
3,41,429465860
3,41,431211141
3,41,467292208
3,41,469609801
3,41,429384611
3,41,463375540
3,41,457232284
3,41,488222479
3,51,441733882
3,51,676847080
3,51,474384099
3,51,457084385
3,51,447288452
3,51,469732695
3,51,437112382
3,51,427808505
3,51,456486822
3,51,447178608
3,61,433415082
3,61,485208842
3,61,455123741
3,61,442403555
3,61,476233808
3,61,470535927
3,61,483776429
3,61,448834833
3,61,471990661
3,61,444649397
3,71,453405614
3,71,675751756
3,71,492007824
3,71,474479856
3,71,446711419
3,71,441228964
3,71,472533108
3,71,460107600
3,71,440013380
3,71,442683888
3,81,491956290
3,81,461603678
3,81,448519275
3,81,459784801
3,81,455993707
3,81,457293856
3,81,465859909
3,81,469874904
3,81,506538898
3,81,453383098
3,91,689836010
3,91,457031358
3,91,469589890
3,91,450869260
3,91,448576575
3,91,500306997
3,91,460581979
3,91,459078859
3,91,441976026
3,91,470715776
4,1,617101013
4,1,634917843
4,1,610300650
4,1,614351626
4,1,628934916
4,1,633492772
4,1,627625122
4,1,690061584
4,1,841143351
4,1,663111059
4,11,510212267
4,11,499525793
4,11,442774411
4,11,491507785
4,11,472634573
4,11,484114411
4,11,444135946
4,11,500197552
4,11,498266065
4,11,454144082
4,21,502333284
4,21,480113619
4,21,445412102
4,21,452184075
4,21,523418038
4,21,479784489
4,21,449735458
4,21,681452242
4,21,466223403
4,21,508916603
4,31,438515707
4,31,436774871
4,31,479649146
4,31,437068690
4,31,443298344
4,31,531377263
4,31,455095950
4,31,461057286
4,31,477564833
4,31,468316913
4,41,472944615
4,41,471356573
4,41,483551971
4,41,440954083
4,41,460670786
4,41,440679484
4,41,484818974
4,41,726258131
4,41,451713768
4,41,469491039
4,51,454834043
4,51,452178739
4,51,499515832
4,51,469044844
4,51,443647628
4,51,445658182
4,51,486357301
4,51,461812712
4,51,459253846
4,51,441333704
4,61,464373753
4,61,449907385
4,61,443622923
4,61,484127828
4,61,464214858
4,61,472666447
4,61,672715445
4,61,443817275
4,61,498603272
4,61,448465799
4,71,442126726
4,71,503087037
4,71,463899506
4,71,443829250
4,71,489192431
4,71,477789499
4,71,502232466
4,71,439037006
4,71,447637525
4,71,460650971
4,81,449380515
4,81,443238044
4,81,464820956
4,81,505766029
4,81,485335123
4,81,703526175
4,81,461175263
4,81,457930979
4,81,477100285
4,81,474464437
4,91,462589772
4,91,445587781
4,91,472727875
4,91,445993936
4,91,488122149
4,91,482744912
4,91,470494885
4,91,456597406
4,91,451674548
4,91,467286290
5,1,643746566
5,1,619493991
5,1,617350116
5,1,862950492
5,1,630401164
5,1,630621514
5,1,632721521
5,1,624425647
5,1,622098787
5,1,639836419
5,11,513509006
5,11,443585754
5,11,464276405
5,11,491998936
5,11,477071498
5,11,471285994
5,11,469257904
5,11,494958448
5,11,484826695
5,11,461824394
5,21,525501208
5,21,685162249
5,21,439373746
5,21,478514984
5,21,493750926
5,21,459384503
5,21,473740440
5,21,469415854
5,21,519359294
5,21,448447818
5,31,452734991
5,31,472277004
5,31,468982850
5,31,463764946
5,31,476124648
5,31,467131281
5,31,486686907
5,31,454850745
5,31,504766122
5,31,456040501
5,41,722635805
5,41,458134329
5,41,453225212
5,41,513328537
5,41,457709153
5,41,439654357
5,41,478542948
5,41,447693391
5,41,470217032
5,41,471003734
5,51,477296752
5,51,434467810
5,51,466365927
5,51,484672273
5,51,515863660
5,51,458156033
5,51,483761540
5,51,525659016
5,51,461555851
5,51,800111085
5,61,493480397
5,61,504327911
5,61,480698095
5,61,490145420
5,61,502309206
5,61,478520095
5,61,479625179
5,61,476813728
5,61,490934905
5,61,438984927
5,71,474150688
5,71,456443147
5,71,457716379
5,71,444961243
5,71,462425001
5,71,460480431
5,71,440616738
5,71,454478419
5,71,664187756
5,71,436499647
5,81,465408590
5,81,471967057
5,81,426215501
5,81,441781452
5,81,448270664
5,81,461571168
5,81,469868399
5,81,429578082
5,81,478740188
5,81,444219658
5,91,439378117
5,91,471178583
5,91,508239105
5,91,445497190
5,91,456061795
5,91,502618545
5,91,453455599
5,91,732614699
5,91,437189530
5,91,460889140
6,1,615944554
6,1,616897415
6,1,613576855
6,1,633300687
6,1,622184807
6,1,670544623
6,1,640085812
6,1,608116235
6,1,623165361
6,1,611150559
6,11,494550695
6,11,488499425
6,11,491620114
6,11,503566269
6,11,764077934
6,11,451213783
6,11,459121352
6,11,466156973
6,11,474393326
6,11,453620502
6,21,521858589
6,21,543863558
6,21,458310982
6,21,449209164
6,21,510524049
6,21,449850049
6,21,436934950
6,21,483699060
6,21,493257174
6,21,492797400
6,31,488100593
6,31,496027503
6,31,465350962
6,31,698695053
6,31,440458158
6,31,474383722
6,31,474060347
6,31,439134876
6,31,479945391
6,31,472840935
6,41,465484269
6,41,442049449
6,41,486075858
6,41,462417165
6,41,467622030
6,41,451888563
6,41,559669698
6,41,456438461
6,41,478962050
6,41,472055322
6,51,551035432
6,51,491572489
6,51,671760592
6,51,486187343
6,51,522545027
6,51,465277227
6,51,450418897
6,51,425846736
6,51,464159396
6,51,432255196
6,61,438728654
6,61,459592478
6,61,479344387
6,61,468309985
6,61,477159373
6,61,447217793
6,61,444335926
6,61,450933780
6,61,480139219
6,61,444224802
6,71,438234414
6,71,449598318
6,71,731962758
6,71,505844641
6,71,432869830
6,71,449052438
6,71,455530806
6,71,443703792
6,71,460003735
6,71,462345744
6,81,435123713
6,81,449272210
6,81,480996041
6,81,473836946
6,81,441433145
6,81,444996662
6,81,465590285
6,81,444244795
6,81,466984890
6,81,474757715
6,91,461422664
6,91,694762643
6,91,443041710
6,91,508340562
6,91,465393206
6,91,463210303
6,91,459885914
6,91,487997669
6,91,478855174
6,91,456338526
7,1,617226712
7,1,629672094
7,1,625572171
7,1,614032683
7,1,596817659
7,1,611589649
7,1,614299562
7,1,590025093
7,1,600233502
7,1,841618673
7,11,476384865
7,11,494021051
7,11,439187750
7,11,500187582
7,11,512456813
7,11,441975359
7,11,447872407
7,11,479621723
7,11,508332919
7,11,444290739
7,21,475497219
7,21,473615262
7,21,482739751
7,21,421267545
7,21,493251641
7,21,486022719
7,21,449032246
7,21,513416521
7,21,725506555
7,21,511282449
7,31,470705317
7,31,494917462
7,31,443038128
7,31,489344076
7,31,459037219
7,31,445751003
7,31,480968950
7,31,453444417
7,31,458649405
7,31,489766462
7,41,450392888
7,41,449093126
7,41,448117843
7,41,463179522
7,41,469235741
7,41,445673273
7,41,492692753
7,41,680300322
7,41,468933645
7,41,463665742
7,51,482300065
7,51,487990755
7,51,442735957
7,51,439794621
7,51,488315923
7,51,471338747
7,51,444430770
7,51,476866890
7,51,480998342
7,51,498877407
7,61,458244800
7,61,478545857
7,61,495027697
7,61,437411400
7,61,460280837
7,61,457640900
7,61,669252229
7,61,453348491
7,61,437275667
7,61,432628787
7,71,469385036
7,71,479929111
7,71,465659936
7,71,466366586
7,71,527155443
7,71,463907086
7,71,440723638
7,71,446074660
7,71,445243911
7,71,444052865
7,81,470602345
7,81,465199120
7,81,474633849
7,81,443227313
7,81,471913512
7,81,764864517
7,81,519983672
7,81,506990689
7,81,467263140
7,81,514471733
7,91,477668510
7,91,463976925
7,91,470011293
7,91,472344318
7,91,432735602
7,91,471165416
7,91,535422113
7,91,438872571
7,91,445793897
7,91,489379693
8,1,624019155
8,1,637045813
8,1,609169670
8,1,860632487
8,1,614008699
8,1,624488751
8,1,614203265
8,1,609323314
8,1,614680503
8,1,619228140
8,11,526905844
8,11,518003546
8,11,449954381
8,11,464651173
8,11,464902581
8,11,473103553
8,11,445274124
8,11,490103153
8,11,496692048
8,11,465505607
8,21,449939276
8,21,691685539
8,21,470306087
8,21,475570572
8,21,455633061
8,21,473508844
8,21,501856683
8,21,471190095
8,21,504253096
8,21,463582072
8,31,449927297
8,31,475646672
8,31,490009162
8,31,458257561
8,31,461152819
8,31,485586109
8,31,450135192
8,31,442653244
8,31,440380430
8,31,466288081
8,41,427640194
8,41,646944562
8,41,485843338
8,41,476373218
8,41,457808538
8,41,466222405
8,41,451652270
8,41,486518707
8,41,445825839
8,41,442633368
8,51,494736914
8,51,475264925
8,51,463286029
8,51,469480395
8,51,480542778
8,51,466647823
8,51,450357687
8,51,469624820
8,51,460795010
8,51,479337112
8,61,661535012
8,61,436890400
8,61,474263339
8,61,452784494
8,61,461940841
8,61,445840598
8,61,467404644
8,61,469738678
8,61,455001155
8,61,436921504
8,71,520655974
8,71,480644702
8,71,456055438
8,71,455059621
8,71,515212994
8,71,452090119
8,71,471480879
8,71,489858088
8,71,480012056
8,71,664353360
8,81,438230688
8,81,467620694
8,81,510877739
8,81,472929658
8,81,441112849
8,81,510537224
8,81,505918597
8,81,439013819
8,81,505285286
8,81,474910141
8,91,471527388
8,91,440650389
8,91,468607068
8,91,497580383
8,91,512699275
8,91,452571879
8,91,479155270
8,91,483847070
8,91,691793640
8,91,474503231
9,1,625175890
9,1,625082040
9,1,610325641
9,1,647856518
9,1,626433520
9,1,594068363
9,1,613450334
9,1,676428012
9,1,606406582
9,1,611843465
9,11,465219280
9,11,465234091
9,11,435224204
9,11,510856542
9,11,463616893
9,11,753858874
9,11,436943127
9,11,475525618
9,11,485291403
9,11,501181172
9,21,458639516
9,21,473991575
9,21,500058094
9,21,472799871
9,21,544814972
9,21,534369901
9,21,473954130
9,21,493048298
9,21,458260827
9,21,453467906
9,31,446156794
9,31,486846979
9,31,472154023
9,31,478423318
9,31,703893687
9,31,491686925
9,31,448757658
9,31,513590582
9,31,480451875
9,31,468229271
9,41,421217707
9,41,512980962
9,41,479281062
9,41,467565660
9,41,449665944
9,41,460051268
9,41,476968248
9,41,441855792
9,41,467597134
9,41,460116154
9,51,443522984
9,51,444761360
9,51,492228017
9,51,692316695
9,51,556108479
9,51,485305805
9,51,457994538
9,51,566674892
9,51,444193081
9,51,461918219
9,61,476522785
9,61,466629194
9,61,461366032
9,61,459097466
9,61,460169315
9,61,454162795
9,61,450627193
9,61,490180468
9,61,497203226
9,61,447364113
9,71,528885482
9,71,482309963
9,71,708194895
9,71,467021091
9,71,483766464
9,71,507483944
9,71,467543812
9,71,445693231
9,71,444609964
9,71,526298297
9,81,533505482
9,81,488379090
9,81,467296924
9,81,458783974
9,81,507548797
9,81,449965060
